PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked
306,0,2,"Young, Mrs. Kate",F,,1,0,75278,42.9912,,S
572,0,3,"Collins, Rev. Henry",MALE,28.3,0,2,PC 202744,4.8527,,c
713,0,3,"Anderson, Rev. Samuel",MALE,,1,0,A/5 271209,$12.70,,s
373,0,1,"Edwards, Dr. William",Male,17.0,0,2,STON/O 297564,77.7357,D70,Southampton
697,0,3,"Hall, Master. Albert",M,5.4,1,0,SC/PARIS 18348,$14.64,,C
279,0,1,"Adams, Mr. Arthur",m,10.7,0,0,A/5 51496,19.4815,B50,S
597,0,3,"Wright, Dr. Harry",Male,150.0,0,0,A/5 272376,5.2053,,s
3,0,2,"Campbell, Master. Herbert",male,0.8 yrs,0,0,C.A. 309944,6.9103,,S
230,0,3,"Nelson, Miss. Rose",Female,24.3,1,0,C.A. 165496,$19.62,,s
678,1,1,"Phillips, Major. Thomas",male,55.5 yrs,0,0,SC/PARIS 396831,12.2464,,S
569,0,2,"Young, Mr. Frank",Male,28.3,0,0,A/5 123059,14.3125,A127,s
791,1,3,"Smith, Lady. Florence",FEMALE,10.6,0,0,SC/PARIS 372068,12.2985,,S
200,1,1,"Evans, Rev. George",MALE,17.2,0,3,STON/O 364845,219.854,,s
458,1,3,"Collins, Rev. Fred",male,46.7,0,0,SC/PARIS 197026,5.7364,,s
533,0,1,"Moore, Lady. Ellen",female,27.6,0,0,STON/O 92768,18.9853,A144,S
66,0,3,"Turner, Mrs. Mary",FEMALE,16.2,2,1,A/5 137396,3.8929,,S
397,1,3,"King, Major. James",male,10.8,0,0,PC 291246,5.6347,,s
473,1,1,"Moore, Lady. Nellie",female,27.8,0,1,C.A. 94022,68.3993,,Southampton
684,0,3,"Anderson, Dr. Frank",M,31.9,1,0,C.A. 81880,17.2126,,Southampton
404,1,3,"Evans, Lady. Elizabeth",F,,0,0,STON/O 216424,$0.12,,s
361,0,3,"Phillips, Mlle. Anna",F,32.7,0,1,STON/O 207020,2.9758,,Southampton
424,0,3,"Parker, Miss. Kate",female,28.5,0,0,176968,7.0415,,S
443,0,1,,FEMALE,,1,0,A/5 153340,51.4993,F81,S
274,1,3,"Turner, Major. Thomas",Male,21.8,1,0,STON/O 89743,1.6727,,s
691,1,1,"Brown, Col. Alfred",m,40.1,3,0,41937,17.0911,,s
412,1,3,"Campbell, Mme. Anna",female,12.4,1,1,SC/PARIS 209112,$2.85,,Southampton
748,0,1,"Wright, Mr. John",male,15.3,4,1,STON/O 92890,129.7937,,Southampton
178,0,3,"Green, Rev. Frank",MALE,,0,0,A/5 117411,14.6931,,Queenstown
301,1,2,"Mitchell, Dr. James",M,,0,2,220310,48.0381,,c
38,0,3,"Hall, Dr. Alfred",M,26.8,0,1,223075,4.3272,,S
203,0,2,"Clark, Col. Albert",M,31.1,2,0,PC 260009,96.9653,E147,C
237,1,2,"Taylor, Mrs. Ellen",FEMALE,15.4,0,0,73072,30.7328,E41,S
150,0,2,"Mitchell, Lady. Annie",F,24.7,0,0,SC/PARIS 27089,0.6326,,S
218,0,3,"Green, Col. Samuel",M,,0,0,A/5 27497,30.8924,,Southampton
621,1,1,"Nelson, Mr. Samuel",m,22.7,0,0,C.A. 345421,122.9965,F98,Southampton
340,1,2,"Adams, Miss. Sarah",FEMALE,22.5,0,2,STON/O 339779,$105.26,G62,Southampton
715,0,2,"Allen, Rev. Herbert",M,44.7,0,0,48535,0.4035,,s
721,0,3,"Parker, Master. Herbert",MALE,5.1,0,0,75234,8.1127,,C
696,0,2,"Stewart, Rev. Walter",MALE,,0,3,PC 311257,6.9133,,s
303,0,3,"Mitchell, Major. Frank",M,,0,1,210514,12.1726,,s
790,1,1,"Carter, Lady. Ellen",F,14.4,1,0,SC/PARIS 114769,145.8813,,S
844,1,1,"Wilson, Dr. Henry",Male,,0,0,STON/O 124462,$3.39,,Southampton
558,1,1,"Mitchell, Rev. George",MALE,42.1,1,0,STON/O 121248,94.3825,C114,Southampton
851,0,3,"Morris, Mme. Helen",FEMALE,,2,1,SC/PARIS 165107,25.3251,,Southampton
351,0,3,"Morris, Mr. Walter",male,5.1,0,0,267770,5.5186,,C
474,1,3,"Parker, Miss. Florence",F,17.1,0,1,STON/O 292817,37.3012,,Queenstown
719,0,3,"Edwards, Mr. Samuel",male,34.6,1,0,C.A. 9607,17.3761,,s
194,0,2,"Mitchell, Dr. Arthur",m,,1,0,STON/O 235424,94.7877,G91,Southampton
236,1,1,"Taylor, Master. Walter",Male,,0,0,A/5 352185,,,S
775,0,3,"Scott, Mme. Elizabeth",female,14.5,0,3,PC 15912,12.4256,,s
769,0,3,"Brown, Lady. Ida",F,,1,0,C.A. 232999,20.9268,,s
56,1,1,"Clark, Mlle. Elizabeth",FEMALE,10.7,0,0,C.A. 27328,198.932,G32,s
391,1,1,"Scott, Master. Henry",M,6.5,0,1,SC/PARIS 140075,94.9132,,c
97,1,1,"Allen, Master. George",M,13.3,0,1,C.A. 399720,225.959,D23,s
142,1,1,"Allen, Dr. Fred",male,37.4,1,0,249652,143.0997,G22,C
700,1,1,"Wright, Dr. Frank",MALE,17.1,2,1,PC 200124,36.7127,,s
794,1,3,"Baker, Master. Alfred",male,4.7,0,0,22290,0.1373,,s
486,0,3,"Carter, Mr. Herbert",MALE,29.8,0,1,C.A. 237519,$22.44,,Southampton
524,0,3,"Carter, Rev. Walter",male,37.4,0,0,PC 346654,$2.25,,s
121,0,3,"Turner, Major. George",Male,,1,0,SC/PARIS 192292,$4.35,,S
658,1,1,"Mitchell, Miss. Edith",F,40.6,0,0,165888,286.4647,,Southampton
63,0,3,"Evans, Mme. Clara",f,6.8,2,1,SC/PARIS 392913,0.6339,,Southampton
843,1,1,"Parker, Rev. Walter",M,17.9,0,2,SC/PARIS 114018,80.2549,,S
447,1,3,"Campbell, Miss. Elizabeth",f,30.6,0,0,A/5 219118,10.9749,,S
4,0,3,"Scott, Major. Frank",MALE,16.7,0,0,A/5 49625,0.6516,,Southampton
59,0,3,"Baker, Lady. Bertha",Female,25.3,3,0,150803,$13.60,,S
224,1,2,"Wright, Miss. Annie",f,,0,0,SC/PARIS 177356,27.5723,,Cherbourg
878,0,3,"Anderson, Mlle. Sarah",FEMALE,60.7,2,0,PC 388334,1.995,,S
102,0,3,"Turner, Mr. Harry",M,25.0,0,0,STON/O 267795,7.4374,,q
789,1,1,"King, Major. Frank",m,,2,0,STON/O 304956,140.152,B129,s
222,1,1,"King, Dr. George",MALE,36.0,3,0,PC 105363,123.1695,,Southampton
390,1,3,"Turner, Mlle. Mary",F,40.2,0,0,A/5 54088,9.6514,,Q
5,0,1,"Stewart, Mme. Elizabeth",f,21.2,1,0,241870,10.9328,D21,S
53,1,1,"Moore, Major. Harry",male,,0,0,PC 346427,12.9618,E86,c
18,0,2,"Evans, Mr. Thomas",m,31.3,0,0,C.A. 289255,0.7517,,s
683,0,2,"Carter, Major. Robert",Male,28.6,0,0,C.A. 201049,1.3668,,Queenstown
307,0,3,"Adams, Miss. Ida",FEMALE,23.8,1,0,366304,16.1576,,Southampton
156,0,3,"Rogers, Dr. William",MALE,23.4,0,0,SC/PARIS 213034,9.9902,,Southampton
838,0,1,"Green, Rev. Robert",Male,33.0,0,1,PC 361430,47.9102,C73,Southampton
622,1,1,"Clark, Dr. Edward",Male,37.2,0,1,SC/PARIS 173640,10.5447,B53,Southampton
249,1,3,"Green, Col. James",m,,1,0,A/5 33379,10.1525,,s
250,0,3,"Carter, Master. Alfred",Male,3.6,1,0,C.A. 61943,1.168,,s
359,0,3,"Rogers, Mr. James",MALE,32.5,0,0,196293,19.4948,,Southampton
734,1,2,"Parker, Mrs. Anna",female,38.5,1,3,A/5 255311,13.9379,,S
751,0,3,"Brown, Mr. Walter",MALE,0.4,0,2,SC/PARIS 65335,11.8773,,s
781,1,1,"Carter, Col. George",M,39.8,4,0,SC/PARIS 148543,57.9207,D106,S
31,1,2,"Clark, Lady. Elizabeth",f,15.0,1,0,C.A. 345652,3.7144,,S
450,0,1,"Evans, Lady. Mary",FEMALE,14.3,0,2,178366,41.153,F25,S
888,1,1,"Collins, Miss. Florence",f,28.3,0,0,STON/O 226769,4.6255,B31,S
118,0,2,"Taylor, Dr. Samuel",MALE,26.3,0,0,STON/O 367623,7.0514,,s
594,1,3,"Edwards, Master. George",m,9.5,1,0,83930,$5.58,,Southampton
117,0,2,"Carter, Rev. Harry",Male,17.9,0,0,STON/O 240513,$1.73,,s
446,0,2,"Wright, Mrs. Florence",Female,,0,0,251738,4.5744,,Southampton
611,1,3,"Anderson, Col. Harry",M,16.2,1,0,PC 360325,27.9142,,S
292,0,1,"Scott, Rev. William",Male,6.3,0,2,PC 300871,35.6547,F98,s
28,1,2,"Scott, Rev. Harry",Male,,0,3,377652,9.9877,,c
382,1,3,"Campbell, Miss. Annie",f,15.0,0,2,STON/O 118040,24.9778,,c
308,1,2,"Young, Mrs. Annie",Female,,0,0,STON/O 340722,63.1406,G43,S
38,0,3,"Hall, Dr. Alfred",M,26.8,0,1,223075,4.3272,,S
545,1,2,"Nelson, Master. Walter",MALE,3.1,0,0,STON/O 192849,59.626,,c
201,0,3,"Anderson, Mr. Henry",M,26.5,0,1,C.A. 47027,20.8704,,s
831,0,3,"Morris, Major. William",Male,7.9,1,0,A/5 363116,0.1768,,c
386,1,1,"Smith, Mlle. Annie",female,38.0,0,0,STON/O 135562,1.8612,,S
784,0,2,"Campbell, Rev. Albert",M,26.3,2,1,SC/PARIS 180330,14.0686,,q
833,1,3,"Rogers, Mlle. Mary",Female,31.9,0,0,PC 156935,15.444,,S
732,0,3,"Taylor, Master. John",Male,,1,0,C.A. 93444,19.8486,,Southampton
735,0,1,"Green, Major. Edward",Male,17.7,0,1,355865,162.8768,,S
315,0,1,"Scott, Mlle. Rose",Female,0.4,0,0,PC 256155,6.2565,,Southampton
542,0,3,"Hall, Lady. Florence",FEMALE,49.2,0,1,A/5 276636,24.3261,,S
281,0,3,"Stewart, Major. James",m,,0,0,C.A. 198745,$1.66,,Southampton
874,1,1,"Scott, Mrs. Bertha",f,6.3,0,0,PC 344828,232.4795,F104,S
354,0,1,"Johnson, Col. Edward",male,44.5,1,0,STON/O 163895,45.2612,E117,Southampton
842,1,1,"Campbell, Mr. George",Male,5.9,1,1,260076,55.4266,F53,Southampton
208,0,3,"Morris, Lady. Clara",F,20.0,0,0,289799,9.6654,,S
380,0,1,"Carter, Master. William",M,4.9,0,0,SC/PARIS 192307,23.2765,,S
703,0,2,"Hall, Mme. Annie",Female,,2,0,C.A. 242753,19.9194,,s
607,0,3,"Wright, Mr. Walter",M,22.9,0,2,PC 253141,10.2003,,S
729,0,3,"Adams, Mme. Alice",female,,1,1,SC/PARIS 363636,4.6757,,Q
24,1,3,"Edwards, Mme. Edith",Female,8.0,0,0,SC/PARIS 236202,5.8851,,C
341,1,3,"Clark, Mr. Samuel",M,50.3,0,0,A/5 190319,54.4263,,s
729,0,3,"Adams, Mme. Alice",female,,1,1,SC/PARIS 363636,4.6757,,Q
334,0,3,"Anderson, Mrs. Kate",F,2.6,0,2,A/5 5227,1.077,,Southampton
155,0,3,"Collins, Lady. Rose",FEMALE,11.4,0,3,23178,2.1061,,Southampton
792,1,1,"Carter, Major. Albert",MALE,,0,2,PC 187029,40.6454,,S
669,1,3,"Allen, Rev. Albert",MALE,26.0,0,0,SC/PARIS 42180,5.4739,,s
494,1,2,"Turner, Dr. Herbert",m,49.8,0,1,STON/O 52486,4.5011,,Q
723,0,3,"Mitchell, Mlle. Elizabeth",f,,0,2,A/5 261646,2.6319,,S
501,0,3,"Moore, Col. Samuel",Male,26.4,0,0,SC/PARIS 248518,0.9853,,s
483,0,3,"Smith, Col. Herbert",MALE,30.4,2,0,PC 360349,0.7117,,s
883,0,3,"Baker, Mrs. Kate",female,13.9,1,2,229710,1.7476,,Southampton
403,0,2,"Taylor, Mlle. Rose",female,1.6,0,0,SC/PARIS 398608,9.3213,,s
694,1,1,"Edwards, Major. Arthur",m,42.7,0,2,SC/PARIS 89646,19.9832,F75,Southampton
263,0,2,"Scott, Major. Fred",Male,36.9,0,0,SC/PARIS 249260,3.0624,,S
83,1,1,"King, Master. Arthur",M,4.3,0,0,PC 144818,222.6323,A142,s
702,1,3,"Johnson, Major. Alfred",M,33.9,1,0,C.A. 321070,53.5642,,Queenstown
408,0,3,"Young, Master. Edward",MALE,,0,0,STON/O 383100,17.2645,,Southampton
890,1,3,"Johnson, Major. George",m,28.8,3,0,A/5 56517,9.157,,Southampton
499,0,3,"Nelson, Dr. Arthur",m,34.1,0,0,STON/O 74401,$0.19,,S
39,1,1,"Allen, Mrs. Anna",f,35.6,0,0,PC 389618,14.2901,F110,Southampton
418,0,3,"Phillips, Mme. Sarah",F,,0,0,171465,64.0544,,Cherbourg
164,1,2,"Mitchell, Lady. Margaret",f,4.3,0,1,22507,17.287,,s
334,0,3,"Anderson, Mrs. Kate",F,2.6,0,2,A/5 5227,1.077,,Southampton
11,1,2,"Anderson, Rev. Charles",m,36.6,1,0,307491,2.5474,,Southampton
519,0,2,"Anderson, Dr. George",MALE,,4,0,STON/O 314677,8.7617,,S
320,1,3,"Taylor, Col. Herbert",male,20.1,1,0,STON/O 285186,45.5719,,s
33,1,3,"Rogers, Mme. Ida",female,38.1,0,0,SC/PARIS 296170,22.706,,Cherbourg
604,1,2,"Adams, Mme. Anna",Female,,0,1,STON/O 264403,56.6018,,S
808,0,3,"Nelson, Dr. Thomas",m,29.2,0,0,STON/O 260360,17.7098,,Southampton
626,0,3,"Evans, Master. Walter",M,1.8,0,2,SC/PARIS 324457,12.9128,,S
383,0,3,"Young, Dr. Frank",m,30.3,1,0,1942,10.0968,,S
282,0,3,"Turner, Mr. Thomas",m,150.0,1,3,174681,1.9314,,Southampton
554,0,3,"Brown, Mr. Samuel",M,27.7,0,0,153754,1.2588,,Southampton
801,1,3,"Taylor, Mlle. Alice",female,14.0,0,0,71573,2.3048,,S
829,0,3,"Nelson, Dr. John",MALE,2.8,0,0,SC/PARIS 223183,44.6619,,Southampton
624,1,1,"Turner, Master. Robert",Male,5.7,0,1,A/5 293206,284.7176,F31,Queenstown
837,1,1,"Smith, Miss. Ida",Female,,0,0,SC/PARIS 44113,,B133,Queenstown
379,1,1,"Allen, Mr. Thomas",male,31.9,2,0,STON/O 376881,25.1467,G83,S
568,1,2,"Campbell, Mme. Ida",female,30.4,0,0,PC 27021,25.2791,,S
793,0,3,"Clark, Col. Henry",male,6.1,3,0,A/5 245266,6.3699,,Southampton
90,0,3,"Young, Major. Arthur",m,18.4,1,0,PC 139702,6.4817,,s
214,0,2,"Stewart, Mme. Alice",f,35.9,0,0,C.A. 69559,4.8466,,Southampton
322,1,3,"King, Mme. Ida",f,36.0 yrs,1,0,PC 111036,1.5253,,C
771,1,2,"Young, Master. Charles",male,2.4,0,2,A/5 310685,25.7134,,Southampton
134,1,1,"Nelson, Miss. Alice",f,35.4,0,0,A/5 70102,292.0751,G61,c
347,1,2,"Phillips, Mme. Anna",FEMALE,1.7,1,0,A/5 372143,16.6057,A42,S
44,1,1,"Taylor, Major. Frank",MALE,,0,0,PC 105633,74.0332,,Queenstown
8,1,2,"King, Mme. Florence",Female,28.2,0,0,38435,15.6481,,s
565,0,1,"Nelson, Mrs. Ellen",FEMALE,30.9,0,0,C.A. 207963,87.1653,F100,s
321,1,3,"Moore, Col. Harry",male,42.5,0,0,PC 157085,17.1035,,s
717,1,3,"Campbell, Rev. Henry",male,15.3,0,1,STON/O 256067,7.3599,,s
188,0,3,"Allen, Lady. Clara",FEMALE,36.2,0,0,C.A. 365584,4.0617,,q
593,1,3,"Parker, Dr. Herbert",MALE,,0,0,241501,2.1625,,Queenstown
123,0,3,"Parker, Mme. Kate",Female,31.3,1,1,A/5 74797,3.9352,,Southampton
41,1,2,"Scott, Master. Herbert",male,9.8,0,0,STON/O 111140,0.9419,,S
305,1,3,"Green, Dr. Albert",male,,0,2,PC 181862,3.0652,,s
32,0,3,"Moore, Rev. Fred",M,,0,0,C.A. 69617,63.1648,,Southampton
674,1,3,"Wright, Mlle. Nellie",FEMALE,16.7,1,0,SC/PARIS 84372,20.4892,,C
173,0,3,"Morris, Mme. Anna",Female,25.0 yrs,0,0,PC 86064,59.1121,,Queenstown
285,0,1,"Carter, Master. Arthur",male,,0,0,284410,116.8455,G36,Southampton
431,1,2,"Evans, Mme. Mary",Female,10.4,0,0,A/5 329564,5.9267,,s
818,1,2,"Nelson, Major. Robert",m,33.8,1,0,SC/PARIS 271201,7.2127,,Southampton
241,1,1,"Young, Mme. Elizabeth",FEMALE,,0,2,C.A. 71359,25.213,,s
667,0,3,"Green, Col. Fred",MALE,,3,2,A/5 56536,22.0587,,s
175,1,1,"Edwards, Major. Arthur",MALE,,0,0,C.A. 102720,294.305,E113,Southampton
566,1,2,"Brown, Mme. Ellen",f,,1,0,359948,60.8929,,s
642,0,3,"Stewart, Mlle. Ida",Female,45.3,0,1,C.A. 125716,8.9736,,s
246,1,1,"Turner, Mme. Mary",F,18.6,0,0,A/5 245001,44.4773,D129,s
57,0,1,"Phillips, Dr. Charles",m,33.2,1,0,C.A. 322206,275.0765,,Southampton
599,1,1,"Carter, Col. Alfred",m,24.2 yrs,2,0,C.A. 187466,283.6239,C94,S
72,1,2,"Campbell, Col. James",male,25.3,0,0,STON/O 359748,3.2952,,s
768,0,2,"Campbell, Miss. Edith",F,,0,0,A/5 150238,9.8674,,Queenstown
146,0,3,"Taylor, Rev. Herbert",m,26.5,1,3,SC/PARIS 326962,47.5367,,Cherbourg
91,0,3,"Taylor, Dr. Henry",male,28.3,0,0,PC 38439,32.4621,,Southampton
167,0,3,"King, Rev. Frank",male,23.7,0,1,314464,$8.07,,Southampton
393,0,1,"Brown, Dr. William",M,,0,0,C.A. 105687,7.3292,B44,s
661,0,3,"Stewart, Major. Thomas",Male,27.8,1,0,A/5 271609,18.2703,,S
171,0,1,"Turner, Mrs. Rose",FEMALE,24.8,1,1,STON/O 162934,73.9478,B88,C
311,0,2,"Campbell, Mr. Samuel",Male,15.7,1,2,A/5 303696,1.5013,G138,q
362,0,3,"Hall, Mlle. Annie",Female,,1,0,SC/PARIS 58133,11.3121,,Q
360,0,3,"Taylor, Col. James",m,4.5,2,1,A/5 311323,16.3676,,Southampton
94,0,3,"Hall, Col. Fred",male,13.0,1,0,SC/PARIS 308821,25.6703,,s
323,0,1,"Mitchell, Major. Albert",m,29.0,0,0,PC 109497,19.682,,S
421,1,3,"Rogers, Mme. Sarah",f,10.2,2,0,SC/PARIS 372232,9.506,,S
413,1,2,"King, Master. William",Male,7.0,0,0,SC/PARIS 290057,7.8025,,Cherbourg
752,1,1,"Collins, Major. Herbert",male,62.1,0,0,STON/O 354006,107.9342,,s
802,1,3,"Johnson, Major. George",m,9.3,0,0,PC 201609,$0.08,,S
687,0,3,"Nelson, Dr. Alfred",m,31.2,0,1,PC 223702,7.8957,,S
377,1,1,"Smith, Col. Albert",m,42.6,0,0,SC/PARIS 75502,$73.46,B127,s
396,0,2,"Hall, Dr. Harry",male,18.7,1,0,PC 395387,3.7675,,S
244,0,3,"Allen, Lady. Helen",F,18.1,0,0,PC 251323,4.5422,,S
755,0,3,"Green, Dr. Albert",Male,16.1,0,0,A/5 12553,1.6943,,Q
88,1,3,"Parker, Lady. Anna",female,13.6,0,0,PC 139750,18.5141,,s
215,0,3,"Allen, Mrs. Nellie",female,23.8,0,0,PC 74860,8.2998,,Cherbourg
607,0,3,"Wright, Mr. Walter",m,22.9,0,2,PC 253141,10.2003,,S
174,1,3,"Green, Major. Frank",m,,1,0,PC 233888,,,s
426,1,3,"Johnson, Mlle. Elizabeth",Female,,1,0,A/5 248579,3.2508,,c
709,1,2,"Wilson, Rev. Fred",male,36.5,0,0,C.A. 204733,8.3779,,Q
119,0,3,"Carter, Mrs. Bertha",FEMALE,12.8,0,0,SC/PARIS 391684,12.3856,,S
120,0,3,"Mitchell, Master. Arthur",Male,8.1 yrs,1,0,SC/PARIS 132400,1.0701,,C
582,1,3,"Green, Major. Fred",m,,4,0,PC 37111,3.9158,,s
1,1,2,"Parker, Mrs. Elizabeth",f,34.4,0,0,A/5 355785,1.1968,,c
395,0,2,"Nelson, Major. James",M,8.1,0,2,STON/O 98823,19.1579,,Southampton
402,0,3,"Nelson, Dr. Herbert",m,23.2,0,2,A/5 368217,0.9437,,Southampton
405,1,3,"Baker, Major. Samuel",Male,31.8,0,0,STON/O 212274,19.9285,,S
564,1,2,"Campbell, Mrs. Nellie",F,32.0,1,0,STON/O 5788,39.1371,,Cherbourg
571,1,2,"Collins, Mrs. Annie",Female,18.6,0,1,C.A. 38426,0.9669,,Queenstown
163,0,1,"Adams, Mme. Anna",female,25.7 yrs,1,0,A/5 194324,114.0332,,S
115,0,1,"Stewart, Col. James",MALE,34.3,0,1,SC/PARIS 76034,19.421,F66,Southampton
151,0,3,"Scott, Major. Harry",m,28.5,1,1,PC 396807,19.6101,,Southampton
668,0,2,"Scott, Mr. John",m,,0,1,362824,39.0841,,c
531,0,3,"King, Dr. Walter",male,30.1,0,2,SC/PARIS 9056,10.6717,,S
369,1,1,"Morris, Mrs. Alice",FEMALE,22.0,1,0,A/5 242694,4.893,E111,S
478,1,3,"Scott, Miss. Rose",F,25.9,0,0,PC 112858,5.8136,,Southampton
487,1,3,"Smith, Mme. Helen",f,22.6,0,1,378637,1.1949,,S
543,1,2,"Johnson, Lady. Kate",f,32.5,0,0,PC 240702,10.8949,,s
876,0,2,"Anderson, Miss. Margaret",Female,14.0,1,0,99682,51.0783,,S
259,1,2,"Johnson, Col. George",m,26.3,3,0,PC 389256,82.8417,D60,S
776,0,3,"Brown, Dr. Walter",M,22.2,0,2,SC/PARIS 229625,47.3363,,Southampton
136,0,3,"Evans, Dr. Thomas",m,16.6,0,0,SC/PARIS 117155,28.7607,,Southampton
848,1,1,"Hall, Mrs. Anna",f,,0,0,195459,95.0069,E11,Southampton
581,0,2,"Green, Major. Thomas",M,,1,1,PC 298114,0.1992,,Cherbourg
703,0,2,"Hall, Mme. Annie",Female,,2,0,C.A. 242753,19.9194,,s
502,0,2,"Clark, Mlle. Clara",female,38.2,0,0,PC 244637,25.0856,,Southampton
539,0,3,"Parker, Dr. Henry",Male,,0,0,PC 121170,5.5968,,Southampton
598,1,2,"Young, Mr. Arthur",m,11.6,0,0,A/5 362611,7.0758,,Southampton
344,0,1,"Campbell, Major. Arthur",m,12.2,0,2,C.A. 44215,21.8104,,s
770,1,3,"Morris, Major. Frank",male,20.9,0,0,SC/PARIS 314490,6.2722,,S
570,1,3,"Young, Mlle. Annie",female,,1,0,C.A. 366394,25.0086,,Southampton
294,0,1,"Edwards, Mlle. Sarah",FEMALE,,0,0,328697,$12.72,E51,S
365,0,1,"Anderson, Rev. Henry",Male,38.1,0,1,C.A. 270200,67.5815,C67,Southampton
575,0,3,"Hall, Mr. Alfred",Male,2.7,1,0,A/5 350540,23.512,,Southampton
15,0,3,"Parker, Mr. Harry",male,25.3,1,2,PC 267171,5.2434,,s
87,0,3,"Rogers, Dr. Samuel",m,0.4,0,2,STON/O 299125,24.3258,,Queenstown
371,0,2,"Johnson, Master. Harry",m,7.0,0,0,STON/O 262562,3.9535,,q
166,0,3,"Turner, Lady. Margaret",f,35.5,0,0,C.A. 275762,32.8424,,Southampton
809,0,3,"Phillips, Col. Samuel",m,18.4,1,0,A/5 15757,11.1195,,Southampton
336,1,3,"Morris, Rev. Fred",Male,31.2,0,2,356014,4.7019,,S
60,1,3,"Allen, Rev. Walter",Male,14.0,1,0,PC 201820,4.5188,,Q
355,0,3,"Young, Master. Albert",M,2.7,0,0,PC 244231,$17.90,,q
425,0,2,"Clark, Mme. Ellen",FEMALE,48.8,0,0,STON/O 137608,0.6452,,Southampton
293,0,3,"Young, Rev. Charles",MALE,,0,0,C.A. 145683,15.4875,,S
42,0,3,"Morris, Col. Albert",Male,14.8,0,0,PC 125118,8.7879,,s
330,0,3,"Stewart, Col. Charles",male,,0,1,A/5 25087,22.5484,,s
430,1,1,"Mitchell, Master. James",M,,0,3,C.A. 201968,$119.63,E52,Queenstown
80,0,3,"Adams, Col. Thomas",MALE,35.5,0,0,STON/O 185450,$6.18,,s
29,1,3,"Johnson, Master. Arthur",male,5.2,0,0,STON/O 30971,$4.52,,s
255,0,3,"Stewart, Major. Charles",Male,27.9,1,0,C.A. 278265,20.473,,q
686,0,3,"Morris, Mlle. Helen",FEMALE,17.7,0,0,SC/PARIS 95265,25.0073,,Cherbourg
459,0,1,"Baker, Miss. Anna",female,5.3,0,0,C.A. 57078,76.1496,B49,s
384,1,3,"Johnson, Col. Samuel",m,,0,0,PC 336359,6.2962,,c
314,1,3,"Anderson, Major. James",Male,11.8,0,3,PC 196719,12.6733,,S
85,0,1,"Taylor, Dr. Walter",Male,37.3,0,0,SC/PARIS 331010,63.886,,S
137,0,3,"Young, Lady. Anna",FEMALE,27.7 yrs,0,0,C.A. 211563,$1.25,,S
112,0,2,"Phillips, Major. Edward",male,7.7,2,1,A/5 228526,3.0191,,c
195,0,3,"Turner, Rev. Robert",MALE,,0,2,335240,2.9185,,S
179,0,3,"Scott, Mr. Albert",M,28.2 yrs,0,0,C.A. 43784,28.8792,,S
813,0,1,"Hall, Dr. Alfred",male,18.4 yrs,0,0,STON/O 199043,71.3408,C147,S
497,1,3,"Scott, Rev. Albert",MALE,2.5,1,0,388876,16.1496,,S
130,0,2,"Green, Dr. Henry",M,44.3,1,0,193589,2.3413,,S
338,0,3,"Phillips, Col. Robert",male,51.2,0,1,PC 395498,8.4333,,S
125,1,3,"Parker, Major. Albert",Male,,2,3,STON/O 57804,39.5543,,s
877,0,3,"Anderson, Major. Thomas",male,,0,0,SC/PARIS 101094,22.9505,,s
227,0,3,"Adams, Master. Thomas",Male,5.3,1,0,PC 357896,20.5241,,Southampton
269,0,3,"Rogers, Dr. Henry",m,17.0,1,2,C.A. 245449,4.5012,,Cherbourg
708,0,3,"Young, Rev. Frank",MALE,16.6,1,0,C.A. 145904,51.9435,,q
104,0,3,"Hall, Mr. Charles",male,9.6,1,0,SC/PARIS 141075,$2.90,,Southampton
782,1,3,"Moore, Mrs. Florence",f,,1,0,SC/PARIS 322613,28.3099,,S
766,0,3,"Moore, Rev. Edward",male,40.0,0,0,353089,14.4898,,Southampton
228,1,3,"Campbell, Lady. Anna",FEMALE,44.9,2,0,C.A. 80393,2.4674,,Southampton
811,1,1,"King, Dr. Albert",M,38.8,0,2,164630,$26.17,F17,S
302,1,3,"Turner, Col. Herbert",M,4.5,1,0,349491,21.6584,,S
276,1,3,"Evans, Mrs. Margaret",Female,150.0,0,0,A/5 371760,13.6698,,S
127,0,1,"Turner, Mme. Ida",Female,45.3 yrs,0,0,STON/O 259277,65.1356,B138,C
406,1,3,"Wright, Mrs. Edith",FEMALE,32.7,0,0,A/5 391987,$15.24,,S
820,0,2,"Nelson, Major. Walter",m,29.6 yrs,0,0,SC/PARIS 381955,6.8835,,Cherbourg
37,1,3,"Hall, Master. Herbert",M,3.8,0,0,PC 361446,10.6574,,Southampton
140,1,3,"Edwards, Mrs. Helen",Female,17.1,0,1,SC/PARIS 378927,27.6688,,s
304,1,1,"Smith, Mrs. Helen",FEMALE,28.6,0,0,SC/PARIS 293549,56.9448,E57,s
268,1,3,"Parker, Miss. Emily",f,26.3,0,0,PC 365708,8.1172,,Southampton
534,0,2,"Allen, Rev. Alfred",MALE,15.5,0,0,SC/PARIS 302409,36.5452,,Southampton
546,0,3,"Campbell, Dr. Henry",Male,45.2,0,0,STON/O 237311,9.0593,,Southampton
213,0,2,"Brown, Dr. Arthur",m,33.0,1,0,C.A. 244501,$10.76,,Southampton
